call_id,origin,source_dataset,category,sub_category,preset,candidate,trial,seed,source_experiment,source_variant,score_version,response_midi_file,response_midi_sha256,previous_objective_score,rescore_abs_drift,objective_score,style_compliance_score,non_style_structural_score,tonality_score,rhythm_score,interval_score,repetition_score,pitch_diversity_score,compression_score,pche,upc,psr,tone_span_ratio,cpr,longest_repeat_run,strong_beat_stable_rate,qualified_note_rate,qualified_rhythm_rate,groove_similarity,cadence_score,max_abs_interval,note_count,duration_seconds
P041,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,11,81271911,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S051_response_only.mid,e4885ab3eb1d34de968623caab46937b20f7f52ebbd2a106a5244c9a050477d6,0.620746,0.000000184,0.620746,0.762302,0.518241,0.744444,0.781944,0.414286,0.857143,0.090170,0.762414,1.456565,3.000000,0.533333,0.285714,0.071429,2.000000,1.000000,1.000000,0.533333,0.812500,0.700000,19.000000,15.000000,5.340000
P005,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,12,45272812,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S052_response_only.mid,0ad23ab5b8ea69607430d7cb8d02869335180e6138041d0b3330583438ee303f,0.434634,0.000000373,0.434634,0.502126,0.385760,0.301587,0.722718,0.550000,0.000000,0.590045,0.421345,1.781416,4.000000,0.238095,0.450000,0.300000,5.000000,0.666667,0.952381,0.809524,0.406250,0.000000,72.000000,21.000000,5.616000
R05,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,9,95269935,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S053_response_only.mid,0eb3b1cb9e10c0b267e956f41d5c33c852aecae1d719f1c100c6c14fefdc4f9f,0.713139,0.000000017,0.713139,0.472281,0.887554,0.058824,0.927083,0.925000,1.000000,0.988764,0.498542,2.013279,5.000000,0.176471,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.781250,0.000000,5.000000,17.000000,5.736000
P017,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,13,57273857,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S054_response_only.mid,5630b1c6e53faefc3712555b7fa8c396ba2e1319d197cbfc3e3fff4fb6df4a16,0.533677,0.000000081,0.533677,0.608264,0.479665,0.463768,0.767210,0.000000,1.000000,0.534687,0.433498,2.284007,6.000000,0.391304,1.000000,0.000000,1.000000,0.000000,0.956522,0.782609,0.562500,1.000000,83.000000,23.000000,5.340000
P032,public_midi_extract,POP909,sparse_short,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,13,72273902,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S055_response_only.mid,21e78aa27c75f1aebc467e2bf8f59df8ba52eb99a65dc5b53e3f755db58588b9,0.444142,0.000000385,0.444142,0.371871,0.496475,0.141026,0.625801,0.176000,1.000000,0.477323,0.294505,1.648199,4.000000,0.423077,0.800000,0.000000,1.000000,0.000000,1.000000,0.346154,0.531250,0.000000,40.000000,26.000000,6.060000
P040,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,13,80273926,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S056_response_only.mid,10be643f26b6241720be9f2cc41a97467aba9f473f105bc74aff8acc9b4a8aba,0.574004,0.000000403,0.574004,0.897817,0.339519,0.833333,0.968750,0.000000,1.000000,0.000000,0.369211,0.503258,2.000000,1.000000,1.000000,0.000000,1.000000,0.800000,1.000000,1.000000,0.906250,0.700000,12.000000,18.000000,5.112000
R06,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,13,96273974,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S057_response_only.mid,9944864148f2de47313bdb2ea8a4c7b75979ebd39a5e5a1530387c8d32c1b236,0.547184,0.000000020,0.547184,0.509346,0.574584,0.263158,0.780154,0.811111,0.888889,0.000000,0.450363,2.780859,8.000000,0.789474,0.055556,0.055556,2.000000,0.000000,0.842105,0.842105,0.656250,0.000000,12.000000,19.000000,5.772000
R34,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,3,124263968,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S058_response_only.mid,56b2dde2ddbc988211ce51080bac9abb89cb6352360e2aa3b085fd4da563abd6,0.533251,0.000000485,0.533251,0.721912,0.396635,0.640058,0.811952,0.944444,0.000000,0.084795,0.481769,2.549787,7.000000,0.736842,0.055556,0.444444,4.000000,0.333333,1.000000,0.842105,0.593750,0.850000,9.000000,19.000000,5.628000
R30,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,1,120261938,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S059_response_only.mid,18d052688b1ee8c25e2cc6352e26b940590a352ac4078e619e14e1eacee5dd42,0.525197,0.000000124,0.525197,0.365032,0.641179,0.031746,0.731647,0.940000,1.000000,0.000000,0.426836,2.660673,7.000000,0.095238,0.000000,0.000000,1.000000,0.000000,0.476190,1.000000,0.718750,0.000000,5.000000,21.000000,5.604000
P033,public_midi_extract,POP909,sparse_short,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,12,73272896,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S060_response_only.mid,82b604ac51ef6d75a57229e9afaa5f2a6928f97435d7b0b3bc9d959b7bf811e6,0.465682,0.000000006,0.465682,0.476257,0.458025,0.383333,0.578472,0.400000,1.000000,0.000000,0.336542,2.802910,8.000000,0.700000,0.413793,0.000000,1.000000,0.000000,0.966667,0.300000,0.468750,0.450000,22.000000,30.000000,6.096000
P014,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,2,54262749,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S061_response_only.mid,470ef0af89ae705888c26793bd84b30d05e5c920d1cc82ab594d5c7456472ef4,0.596930,0.000000491,0.596930,0.800529,0.449495,0.808586,0.791667,0.180952,1.000000,0.104686,0.534799,2.526280,7.000000,0.909091,0.619048,0.000000,1.000000,0.666667,0.954545,0.545455,0.875000,0.850000,27.000000,22.000000,6.624000
A06,artificial_stress,calls_50,syncopation,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,36274803,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S062_response_only.mid,b2b0e19da372327ec17dfed9e5eb990279fe0ddb619b8aee1204f02747228106,0.791576,0.000000256,0.791576,0.631812,0.907267,0.483333,0.795139,1.000000,1.000000,0.840312,0.685714,2.188722,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.916667,0.468750,0.450000,3.000000,12.000000,5.244000
P018,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,1,58261752,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S063_response_only.mid,a6d750b679542aea7b0d162afd525440077dc9eb0fd3c8d0d80c5ae6dccfad7f,0.343430,0.000000177,0.343430,0.271888,0.395236,0.190476,0.361442,0.370968,0.967742,0.000000,0.076238,3.357457,11.000000,0.571429,0.435484,0.016129,2.000000,0.000000,0.126984,0.269841,0.687500,0.000000,86.000000,63.000000,3.696000
P028,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,2,68262791,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S064_response_only.mid,995fbae1ef382d619ebf1d083eb3af91f5896e528709de91386bd1b39fbf8a6a,0.496502,0.000000052,0.496502,0.385136,0.577146,0.021739,0.784873,0.324444,1.000000,0.730391,0.140900,1.681372,5.000000,0.065217,0.422222,0.000000,1.000000,0.000000,0.956522,0.804348,0.593750,0.000000,36.000000,46.000000,5.892000
A05,artificial_stress,calls_50,repetition_stress_test,copied_from_call50,pentatonic_no_theory,amt_small_raw,10,35270764,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S065_response_only.mid,ce63234e4987663639d2ca0d96c082557e60bb29373c75ab2e426ab84d61f05a,0.576357,0.000000317,0.576357,0.709196,0.480163,0.971014,0.421196,0.327273,0.618182,0.597578,0.370152,2.209680,6.000000,0.913043,0.590909,0.090909,3.000000,1.000000,0.695652,0.130435,0.437500,1.000000,17.000000,23.000000,5.076000
R21,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,15,111276037,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S066_response_only.mid,1a9b45e53a8f27f87b115a07f28e6e67ff8ab037e60d342bb8e2f4a153dd48cb,0.508456,0.000000012,0.508456,0.708862,0.363334,0.761111,0.651389,0.357143,0.371429,0.225000,0.555195,1.236641,4.000000,1.000000,0.642857,0.214286,3.000000,0.833333,0.666667,0.600000,0.687500,0.450000,72.000000,15.000000,5.424000
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,8,62268827,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S067_response_only.mid,bc57108d8b15c56729339c8a18d773307c07b7cc0c130d00b796713ed60c4d38,0.541125,0.000000130,0.541125,0.623759,0.481287,0.578760,0.673257,0.395833,1.000000,0.050288,0.408562,2.590569,8.000000,0.591837,0.354167,0.000000,1.000000,0.444444,0.979592,0.571429,0.468750,0.700000,31.000000,49.000000,6.528000
R20,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,10,110270989,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S068_response_only.mid,6f5e7401f5c11626ce0ce5f3465598e8d96ed3554c66b09d31caac3bbf334e0c,0.446634,0.000000390,0.446634,0.443532,0.448881,0.493333,0.388750,0.300000,0.383333,0.725340,0.434701,2.058689,6.000000,0.480000,0.625000,0.208333,3.000000,0.000000,0.520000,0.240000,0.406250,1.000000,77.000000,25.000000,5.616000
P040,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,8,80268881,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S069_response_only.mid,a72636f3cd2f15baa1eb5fe2b3ad5083f7280ff5cfecc49ff99a8da0a38cb408,0.422107,0.000000168,0.422107,0.460472,0.394325,0.088889,0.869213,0.286364,1.000000,0.000000,0.171632,2.947741,12.000000,0.266667,0.590909,0.000000,1.000000,0.000000,1.000000,0.888889,0.718750,0.000000,45.000000,45.000000,6.324000
A09,artificial_stress,calls_50,arched_contour,copied_from_call50,pentatonic_no_theory,amt_small_raw,2,39262704,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S070_response_only.mid,321301ac3a0ac8d462511eb02fcc3c1278bd714c1a1be7f45772f9ab299a1f4e,0.695623,0.000000379,0.695623,0.486310,0.847195,0.483333,0.489583,0.890909,1.000000,0.752516,0.656575,2.292481,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.468750,0.450000,5.000000,12.000000,5.244000
R12,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,5,102265920,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S071_response_only.mid,f8e87a96c8ca698c14027160c2b700f3846ce2b2b7bb8f4c6c4776a7b1b9aac4,0.603890,0.000000070,0.603890,0.703660,0.531643,0.596296,0.821759,0.929412,0.000000,0.728748,0.390342,1.679429,5.000000,0.388889,0.000000,0.647059,7.000000,0.400000,0.833333,0.944444,0.687500,1.000000,7.000000,18.000000,5.820000
R16,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,1,106261896,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S072_response_only.mid,1a612e18742dc230f07f078dd2b6f19cdc6045b1faf8bee25ffce6f731938c06,0.409294,0.000000280,0.409294,0.292989,0.493514,0.250000,0.340278,0.218182,0.818182,0.448389,0.532819,1.614005,4.000000,0.750000,0.727273,0.090909,2.000000,0.000000,0.166667,0.166667,0.687500,0.000000,67.000000,12.000000,4.681000
R15,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,8,105268956,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S073_response_only.mid,3c8b09d05d0f33673b7f2834533ad0b5f76106e7b2aae39a1fc3b4bb7e5aa716,0.355857,0.000000412,0.355857,0.269400,0.418463,0.148148,0.402778,0.235294,0.882353,0.354680,0.095238,1.503258,4.000000,0.444444,0.764706,0.058824,2.000000,0.000000,0.166667,0.166667,0.875000,0.000000,10.000000,18.000000,5.617000
P046,public_midi_extract,POP909,false_ending_pause,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,13,86273944,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S074_response_only.mid,ba4f19e8ea14be14b8d0ffd1ef23ea2edf50f92d13a21c81c43d66c200a6d83c,0.575834,0.000000154,0.575834,0.717778,0.473047,0.806667,0.620000,0.041667,0.916667,0.660972,0.276644,1.599331,5.000000,0.920000,0.958333,0.041667,2.000000,0.500000,0.760000,0.600000,0.500000,1.000000,73.000000,25.000000,5.496000
A07,artificial_stress,calls_50,sparse_cadential,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,37274806,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S075_response_only.mid,e3229db04320d24ddd22891727610a13e93d08a6a3c4ba4cee826a3c264535ca,0.663042,0.000000030,0.663042,0.726235,0.617282,0.912963,0.520833,0.300000,1.000000,0.420138,0.852041,2.419382,6.000000,0.888889,0.625000,0.000000,1.000000,1.000000,0.666667,0.333333,0.562500,0.850000,74.000000,9.000000,4.908000
R40,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,1,130261968,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S076_response_only.mid,b16ced724fff2a9bb3227c27ab09d612c1641f3b4af4adb7c8ae9b26093864f0,0.537582,0.000000028,0.537582,0.569731,0.514302,0.225926,0.947917,0.929412,0.211765,0.410684,0.396226,1.569445,4.000000,0.277778,0.000000,0.294118,3.000000,0.400000,1.000000,1.000000,0.843750,0.000000,4.000000,18.000000,5.520000
P008,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,14,48274839,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S077_response_only.mid,e0ac44c953f4de580a42091633b1eafdecaaedc6aaf802c39745fd9e88ed696e,0.438969,0.000000205,0.438969,0.522817,0.378251,0.250000,0.822917,0.968421,0.000000,0.022660,0.418972,2.623220,7.000000,0.750000,0.000000,0.421053,4.000000,0.000000,1.000000,1.000000,0.468750,0.000000,6.000000,20.000000,5.616000
R01,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,12,91272950,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S078_response_only.mid,20528ddf709784b0f0c560b2008b4ae6b5f063e9d031713e703b61317028a2ec,0.677034,0.000000455,0.677034,0.790068,0.595181,0.683333,0.907475,0.800000,0.300000,0.782615,0.436389,2.256909,5.000000,1.000000,0.125000,0.250000,3.000000,0.600000,1.000000,0.941176,0.781250,0.450000,9.000000,17.000000,5.652000
P010,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,11,50271818,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S079_response_only.mid,7205928313822c4552c75498355abac014141e4e5319fa6e75107d28bb1071e0,0.557576,0.000000242,0.557576,0.682540,0.467085,1.000000,0.333333,1.000000,0.000000,0.000000,0.909091,0.000000,1.000000,1.000000,0.000000,1.000000,4.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,4.000000,3.636000
P018,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,8,58268815,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S080_response_only.mid,e23e38880124dee1951bea10569ee63beb6c454e4a10926474021ebe90a87468,0.578723,0.000000017,0.578723,0.526786,0.616333,0.583333,0.464583,0.126316,1.000000,0.948684,0.419204,1.939354,5.000000,0.900000,0.684211,0.000000,1.000000,0.000000,0.700000,0.100000,0.593750,0.850000,86.000000,20.000000,6.564000
R12,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,8,102268947,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S081_response_only.mid,261831c55f601c736036ae4462867eed5d6199a2789947e6d6d86f91862be6f4,0.598672,0.000000327,0.598672,0.603483,0.595189,0.409259,0.817130,0.929412,0.000000,0.933851,0.471761,2.078176,5.000000,0.777778,0.000000,0.588235,5.000000,0.000000,0.888889,1.000000,0.562500,0.450000,5.000000,18.000000,5.592000
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,9,62269836,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S082_response_only.mid,024e4033ae86cf9bedefdd5dc3a7e6ece7e8e41487d915e6b0c8a6aa8dc9baa6,0.524851,0.000000056,0.524851,0.599010,0.471150,0.505735,0.701613,0.340000,1.000000,0.000000,0.520667,2.793109,8.000000,0.483871,0.300000,0.000000,1.000000,0.333333,0.935484,0.419355,0.750000,0.700000,21.000000,31.000000,6.468000
P027,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,6,67266824,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S083_response_only.mid,4b306de2d855f347391a0b57a5ea11e20a56ff43a3f13c14cb9eb9e116252cf5,0.505024,0.000000424,0.505024,0.370776,0.602239,0.010753,0.766801,0.266667,0.933333,0.738581,0.485640,1.956959,6.000000,0.032258,0.533333,0.033333,2.000000,0.000000,1.000000,0.612903,0.687500,0.000000,31.000000,31.000000,5.544000
R27,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,15,117276055,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S084_response_only.mid,8199dbc517b8944bc0ff86aec61ce749e13e12f9966b8c9b5b82c97fd40f67d5,0.531015,0.000000160,0.531015,0.588322,0.489517,0.454106,0.735960,0.863636,0.545455,0.028783,0.371628,2.615984,7.000000,0.695652,0.000000,0.227273,2.000000,0.666667,0.782609,0.956522,0.468750,0.000000,7.000000,23.000000,5.844000
R04,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,8,94268923,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S085_response_only.mid,4d68db850db0bf6d7acbe1dd01e4f1ec11bc329725c1fee7378b079e2260d46e,0.539040,0.000000237,0.539040,0.527435,0.547444,0.172727,0.917614,0.542857,1.000000,0.104686,0.451472,2.526280,7.000000,0.318182,0.428571,0.000000,1.000000,0.200000,1.000000,0.909091,0.843750,0.000000,28.000000,22.000000,5.664000
A07,artificial_stress,calls_50,sparse_cadential,copied_from_call50,pentatonic_no_theory,amt_small_raw,11,37271779,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S086_response_only.mid,dd4b00a3f7f4bc11358760a1ea03240248590fa6eee985cbf4c2c01a883a48a7,0.438292,0.000000460,0.438292,0.660573,0.277329,0.945437,0.347222,0.893617,0.000000,0.000000,0.000000,0.146094,2.000000,0.979167,0.106383,0.893617,43.000000,0.857143,0.020833,0.833333,0.187500,1.000000,59.000000,48.000000,4.980000
P038,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,3,78263830,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S087_response_only.mid,2750a0a8c140e8d3482eefec019711f14c70fefb72a4133c3233b7026ae12b47,0.566690,0.000000497,0.566690,0.510317,0.607511,0.372917,0.661458,1.000000,1.000000,0.000000,0.123562,3.147883,10.000000,0.468750,0.000000,0.000000,1.000000,0.200000,0.000000,0.984375,1.000000,0.450000,2.000000,64.000000,2.244000
P025,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,15,65275899,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S088_response_only.mid,4afb217390d2a03aae501e4a5553b6945a684dda034a7a2fae2f1a45ff671f33,0.644069,0.000000476,0.644069,0.700321,0.603334,0.628205,0.779647,0.208000,1.000000,0.793762,0.413672,2.243736,5.000000,0.884615,0.720000,0.000000,1.000000,1.000000,0.923077,0.884615,0.531250,0.000000,67.000000,26.000000,5.568000
P039,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,2,79262824,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S089_response_only.mid,6cad95fa544c2e108f3ff562a2c1c51a27b4d18f0b4feeea7ed9adc2d6dd8983,0.357101,0.000000334,0.357101,0.395503,0.329292,0.277778,0.525000,0.416327,0.636735,0.000000,0.141732,3.164053,11.000000,0.500000,0.448980,0.081633,3.000000,0.333333,0.560000,0.640000,0.375000,0.000000,66.000000,50.000000,3.996000
